model,regime,criterion,n_total,n_valid,parse_rate,qwk,linear_kappa,cohen_kappa,mae,rmse,bias,pearson,spearman,exact_match,adjacent_match,mae_normalized,rmse_normalized,over_max_rate
pixtral,few_shot,Technical Accuracy (2 Marks),9,9,1.0,0.0,0.0,0.0,0.7222222222222222,0.8333333333333334,0.3888888888888889,,,0.0,0.7777777777777778,0.3611111111111111,0.4166666666666667,0.0
pixtral,few_shot,Examples/Protocols(1 Mark),9,9,1.0,0.07476635514018681,0.037735849056603765,0.0,0.4722222222222222,0.47871355387816905,-0.1388888888888889,0.2500000000000001,0.25,0.0,1.0,0.4722222222222222,0.47871355387816905,0.0
pixtral,few_shot,Clarity & Organization (1 Mark),9,9,1.0,-0.1118881118881121,-0.06779661016949179,0.0,0.5833333333333334,0.6066758241067098,0.3055555555555556,-0.3162277660168379,-0.31622776601683794,0.0,1.0,0.5833333333333334,0.6066758241067098,0.0
pixtral,full,Supervised Learning,9,9,1.0,0.0,0.0,0.0,0.16666666666666666,0.28867513459481287,0.16666666666666666,,,0.6666666666666666,1.0,0.06666666666666665,0.11547005383792512,0.0
pixtral,full,Unsupervised Learning,9,9,1.0,0.3999999999999999,0.3999999999999999,0.3999999999999999,0.1111111111111111,0.23570226039551584,0.1111111111111111,0.5000000000000001,0.5,0.7777777777777778,1.0,0.04444444444444443,0.09428090415820631,0.0
pixtral,full,Reinforcement Learning,9,9,1.0,0.9319899244332494,0.7326732673267327,0.32500000000000007,0.16666666666666666,0.28867513459481287,0.16666666666666666,0.9540646527893837,0.6123724356957946,0.6666666666666666,1.0,0.06666666666666665,0.11547005383792512,0.0
pixtral,full,"Example, Overall Clarity & Structure",9,9,1.0,0.19402985074626855,0.09999999999999987,-0.016129032258064502,0.6666666666666666,0.816496580927726,0.6666666666666666,0.47918635750341576,0.4938784559013885,0.2222222222222222,0.8888888888888888,0.26666666666666666,0.3265986323710904,0.0
pixtral,full,Defintion of climate and weather,6,6,1.0,0.0,0.0,0.0,0.041666666666666664,0.10206207261596575,-0.041666666666666664,,,0.8333333333333334,1.0,0.020833333333333332,0.05103103630798288,0.0
pixtral,full,Name of the climate variables,6,6,1.0,0.0,0.0,0.0,0.5,0.75,0.08333333333333333,,,0.0,0.8333333333333334,0.25,0.375,0.0
pixtral,full,Hemato-biochemical changes in rohu due to an increase of temparature,6,6,1.0,0.0,0.0,0.0,0.08333333333333333,0.2041241452319315,0.08333333333333333,,,0.8333333333333334,1.0,0.041666666666666664,0.10206207261596575,0.0
pixtral,full,Understanding of Concept,10,10,1.0,0.0,0.0,0.0,0.5,0.7071067811865476,-0.5,,,0.5,1.0,0.125,0.1767766952966369,0.0
pixtral,full,Step-by-Step Procedure,10,10,1.0,0.0,0.0,0.0,0.4,0.6324555320336759,-0.4,,,0.6,1.0,0.1,0.15811388300841897,0.0
pixtral,full,Accuracy of Final Answer,10,10,1.0,0.0,0.0,0.0,0.4,0.6324555320336759,0.0,,,0.6,1.0,0.1,0.15811388300841897,0.0
pixtral,full,Clarity & Presentation,10,10,1.0,0.0,0.0,0.0,0.4,0.6324555320336759,-0.2,,,0.6,1.0,0.1,0.15811388300841897,0.0
pixtral,full,Concept of Histogram Equalization,4,4,1.0,0.25,0.0,-0.19999999999999996,0.75,0.8660254037844386,0.25,0.30151134457776363,0.23570226039551587,0.25,1.0,0.1875,0.21650635094610965,0.0
pixtral,full,Necessity of Histogram Equalization,4,4,1.0,-0.25,0.0,0.19999999999999996,0.75,1.118033988749895,0.75,-0.5773502691896256,-0.5773502691896257,0.5,0.75,0.1875,0.2795084971874737,0.0
pixtral,full,Concept of Histogram Matching,4,4,1.0,-0.1428571428571428,-0.33333333333333326,-0.4545454545454546,1.0,1.0,0.0,-0.1740776559556978,-0.2721655269759087,0.0,1.0,0.25,0.25,0.0
pixtral,full,Necessity of Histogram Matching,4,4,1.0,-0.25,0.0,0.19999999999999996,0.75,1.118033988749895,0.75,-0.5773502691896256,-0.5773502691896257,0.5,0.75,0.1875,0.2795084971874737,0.0
pixtral,full,Understanding of schema and instance (2),6,6,1.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,-0.3333333333333333,,,0.6666666666666666,1.0,0.16666666666666666,0.28867513459481287,0.0
pixtral,full,Explanation of different types of keys with examples (4),6,6,1.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,-0.3333333333333333,,,0.6666666666666666,1.0,0.08333333333333333,0.14433756729740643,0.0
pixtral,full,Correct identification of keys in given relation (2),6,6,1.0,0.0,0.0,0.0,0.5,0.7071067811865476,-0.16666666666666666,,,0.5,1.0,0.25,0.3535533905932738,0.0
pixtral,full,Clear and organized writing (2),6,6,1.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,-0.3333333333333333,,,0.6666666666666666,1.0,0.16666666666666666,0.28867513459481287,0.0
pixtral,full,Definition of Method Overloading,5,5,1.0,0.23529411764705888,0.2592592592592593,0.2857142857142857,1.6,2.280350850198276,1.6,0.38069349381344036,0.17677669529663687,0.4,0.6,0.4,0.570087712549569,0.0
pixtral,full,Definition of Method Overriding,5,5,1.0,0.18934911242603547,0.17391304347826086,0.11764705882352944,1.9,2.6172504656604803,1.9,0.408248290463863,0.408248290463863,0.4,0.4,0.475,0.6543126164151201,0.0
pixtral,full,Comparision,5,5,1.0,0.19512195121951215,0.18181818181818177,0.0625,1.8,2.569046515733026,-1.4,0.2635231383473649,0.0,0.4,0.6,0.45,0.6422616289332564,0.0
pixtral,full,Example / Application,13,13,1.0,0.3157894736842105,0.3157894736842106,0.3157894736842106,0.9230769230769231,1.9215378456610457,-0.9230769230769231,0.4330127018922193,0.43301270189221935,0.7692307692307693,0.7692307692307693,0.23076923076923078,0.4803844614152614,0.0
pixtral,full,Definition of Data Mining,8,8,1.0,0.35593220338983056,0.25,0.11111111111111116,1.125,1.541103500742244,-0.875,0.4811403776364294,0.4642857142857142,0.375,0.625,0.28125,0.385275875185561,0.0
pixtral,full,KDD Process Steps,8,8,1.0,0.4130434782608695,0.34545454545454546,0.2195121951219512,1.125,1.8371173070873836,1.125,0.5428571428571427,0.5135525910130955,0.5,0.75,0.28125,0.4592793267718459,0.0
pixtral,full,Importance of Data Mining Marks=(4),8,8,1.0,0.11926605504587151,0.11111111111111116,0.0,1.25,1.7320508075688772,0.25,0.12158031116642799,0.15789473684210528,0.25,0.75,0.3125,0.4330127018922193,0.0
pixtral,full,Understanding of normalization and related problems(3),10,10,1.0,0.15189873417721522,0.017094017094017144,-0.0714285714285714,1.15,1.2942179105544784,-1.15,0.47198758164566434,0.33864273073929824,0.1,0.4,0.3833333333333333,0.4314059701848262,0.0
pixtral,full,Explanation of normal forms(3),10,10,1.0,0.09252669039145911,0.02777777777777779,-0.0869565217391306,1.4,1.5968719422671311,-1.4,0.3397604427680557,0.3321055820775357,0.0,0.6,0.4666666666666666,0.5322906474223771,0.0
pixtral,full,Use of example(2),10,10,1.0,0.04339250493096647,0.02877697841726623,0.012345679012345623,1.35,1.5572411502397436,-1.35,0.23236555852564186,0.2624997436527193,0.2,0.4,0.675,0.7786205751198718,0.0
pixtral,full,Clear and organized writing(2),10,10,1.0,0.0,0.0,0.0,0.3799999952316284,0.46260133200262804,-0.27999999523162844,,,0.3,1.0,0.1899999976158142,0.23130066600131402,0.0
pixtral,full,Definition of Quantization,3,3,1.0,0.0,0.0,0.0,0.16666666666666666,0.28867513459481287,0.16666666666666666,,,0.6666666666666666,1.0,0.06666666666666665,0.11547005383792512,0.0
pixtral,full,Purpose of Quantization,3,3,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
pixtral,full,Max-Lloyd Algorithm Explanation,3,3,1.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,0.3333333333333333,,,0.6666666666666666,1.0,0.13333333333333333,0.23094010767585033,0.0
pixtral,full,Boundary & Centroid Conditions,3,3,1.0,0.0,0.0,0.0,0.6666666666666666,0.816496580927726,0.6666666666666666,,,0.3333333333333333,1.0,0.26666666666666666,0.32659863237109044,0.0
pixtral,full,Importance of R² and Variability (eg. 0.85 or 85%) explained by the model,2,2,1.0,0.0,0.0,0.0,0.5,0.7071067811865476,-0.5,,,0.5,1.0,0.16666666666666666,0.23570226039551584,0.0
pixtral,full,"Mathematical Expression & Interpretation and Evaluate model performance by               R² ≈ 1 → very good fit 
R² ≈ 0 → poor fit 
R²<0 → model is worse than just using the mean",2,2,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
pixtral,full,Critical Insight (Limitations / Adjusted R²) and higher R² strengthens confidence,2,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9999999999999999,1.0,1.0,0.0,0.0,0.0
pixtral,full,Enables comparison between models and overfitting issues,2,2,1.0,0.0,0.0,0.0,0.25,0.3535533905932738,-0.25,,,0.5,1.0,0.08333333333333333,0.11785113019775792,0.0
pixtral,full,Identification of Layers (2 Marks),9,9,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
pixtral,full,Explanation of Layers with diagram (4 Marks),9,9,1.0,0.0,0.0,0.0,0.8888888888888888,1.0540925533894598,-0.6666666666666666,,,0.2222222222222222,0.8888888888888888,0.2222222222222222,0.26352313834736496,0.0
pixtral,full,Technical Accuracy (2 Marks),9,9,1.0,0.0,0.0,0.0,1.1111111111111112,1.3333333333333333,-1.1111111111111112,,,0.2222222222222222,0.6666666666666666,0.5555555555555556,0.6666666666666666,0.0
pixtral,full,Examples/Protocols(1 Mark),9,9,1.0,0.4,0.4,0.4,0.3333333333333333,0.5773502691896257,-0.3333333333333333,0.5,0.5,0.6666666666666666,1.0,0.3333333333333333,0.5773502691896257,0.0
pixtral,full,Clarity & Organization (1 Mark),9,9,1.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,-0.3333333333333333,,,0.6666666666666666,1.0,0.3333333333333333,0.5773502691896257,0.0
pixtral,lora,Supervised Learning,9,9,1.0,-0.20000000000000018,-0.20000000000000018,-0.20000000000000018,0.2222222222222222,0.3333333333333333,0.1111111111111111,-0.25000000000000006,-0.25,0.5555555555555556,1.0,0.08888888888888886,0.1333333333333333,0.0
pixtral,lora,Unsupervised Learning,9,9,1.0,0.0,0.0,0.0,0.2222222222222222,0.3333333333333333,0.0,4.163336342344337e-17,0.0,0.5555555555555556,1.0,0.08888888888888886,0.1333333333333333,0.0
pixtral,lora,Reinforcement Learning,9,9,1.0,0.9076923076923077,0.6470588235294118,0.1428571428571429,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.9174063600174062,0.3061862178478973,0.5555555555555556,1.0,0.08888888888888886,0.1333333333333333,0.0
pixtral,lora,"Example, Overall Clarity & Structure",9,9,1.0,0.09523809523809523,-0.020618556701031077,-0.06779661016949157,0.6111111111111112,0.7264831572567789,0.2777777777777778,0.11058146711617284,0.11759010854794964,0.2222222222222222,1.0,0.24444444444444446,0.2905932629027116,0.0
pixtral,lora,Defintion of climate and weather,6,6,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
pixtral,lora,Name of the climate variables,6,6,1.0,0.17582417582417575,0.1428571428571428,0.2500000000000001,0.3333333333333333,0.7216878364870323,0.25,0.6324555320336759,0.632455532033676,0.6666666666666666,0.8333333333333334,0.16666666666666666,0.36084391824351614,0.0
pixtral,lora,Hemato-biochemical changes in rohu due to an increase of temparature,6,6,1.0,0.0,0.0,0.0,0.08333333333333333,0.2041241452319315,0.08333333333333333,,,0.8333333333333334,1.0,0.041666666666666664,0.10206207261596575,0.0
pixtral,lora,Understanding of Concept,10,10,1.0,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.4,0.6324555320336759,0.4,0.33333333333333337,0.3333333333333333,0.6,1.0,0.1,0.15811388300841897,0.0
pixtral,lora,Step-by-Step Procedure,10,10,1.0,-0.08695652173913038,-0.08695652173913038,-0.0869565217391306,0.5,0.7071067811865476,-0.1,-0.08908708063747486,-0.0890870806374748,0.5,1.0,0.125,0.1767766952966369,0.0
pixtral,lora,Accuracy of Final Answer,10,10,1.0,0.0,0.0,0.0,0.4,0.6324555320336759,0.0,,,0.6,1.0,0.1,0.15811388300841897,0.0
pixtral,lora,Clarity & Presentation,10,10,1.0,0.0,0.0,0.0,0.4,0.6324555320336759,-0.2,,,0.6,1.0,0.1,0.15811388300841897,0.0
pixtral,lora,Concept of Histogram Equalization,4,4,1.0,0.0,0.0,0.0,0.75,1.118033988749895,0.75,,,0.5,0.75,0.1875,0.2795084971874737,0.0
pixtral,lora,Necessity of Histogram Equalization,4,4,1.0,0.5,0.5,0.5,0.25,0.5,0.25,0.5773502691896258,0.5773502691896257,0.75,1.0,0.0625,0.125,0.0
pixtral,lora,Concept of Histogram Matching,4,4,1.0,-0.25,0.0,0.19999999999999996,0.75,1.118033988749895,0.25,-0.30151134457776363,-0.23570226039551587,0.5,0.75,0.1875,0.2795084971874737,0.0
pixtral,lora,Necessity of Histogram Matching,4,4,1.0,0.5,0.5,0.5,0.25,0.5,0.25,0.5773502691896258,0.5773502691896257,0.75,1.0,0.0625,0.125,0.0
pixtral,lora,Understanding of schema and instance (2),6,6,1.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,-0.3333333333333333,,,0.6666666666666666,1.0,0.16666666666666666,0.28867513459481287,0.0
pixtral,lora,Explanation of different types of keys with examples (4),6,6,1.0,0.4999999999999999,0.3999999999999999,0.33333333333333326,0.3333333333333333,0.5773502691896257,-0.3333333333333333,0.6123724356957944,0.6123724356957945,0.6666666666666666,1.0,0.08333333333333333,0.14433756729740643,0.0
pixtral,lora,Correct identification of keys in given relation (2),6,6,1.0,0.3999999999999999,0.25,0.1428571428571429,0.5,0.7071067811865476,-0.16666666666666666,0.4200840252084029,0.36514837167011077,0.5,1.0,0.25,0.3535533905932738,0.0
pixtral,lora,Clear and organized writing (2),6,6,1.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,-0.3333333333333333,,,0.6666666666666666,1.0,0.16666666666666666,0.28867513459481287,0.0
pixtral,lora,Definition of Method Overloading,5,5,1.0,0.11214953271028039,0.10256410256410253,0.0,1.4,1.9493588689617927,1.0,0.14744195615489714,0.0,0.4,0.6,0.35,0.48733971724044817,0.0
pixtral,lora,Definition of Method Overriding,5,5,1.0,0.1649484536082474,0.12371134020618557,0.0,1.7,2.0124611797498106,1.7,0.4082482904638629,0.408248290463863,0.0,0.6,0.425,0.5031152949374527,0.0
pixtral,lora,Comparision,5,5,1.0,0.0,0.0,0.0,3.0,3.3763886032268267,-3.0,,,0.2,0.2,0.75,0.8440971508067067,0.0
pixtral,lora,Example / Application,13,13,1.0,0.6388888888888888,0.6388888888888888,0.6388888888888888,0.6153846153846154,1.5689290811054724,0.0,0.6388888888888888,0.6388888888888887,0.8461538461538461,0.8461538461538461,0.15384615384615385,0.3922322702763681,0.0
pixtral,lora,Definition of Data Mining,8,8,1.0,0.6842105263157895,0.5555555555555556,0.4285714285714286,0.5,0.8660254037844386,-0.5,0.7700535410868201,0.7606388292556648,0.625,0.875,0.125,0.21650635094610965,0.0
pixtral,lora,KDD Process Steps,8,8,1.0,0.3783783783783784,0.2941176470588235,0.11111111111111116,1.125,1.695582495781317,0.625,0.4320493798938572,0.15563293906372044,0.375,0.75,0.28125,0.42389562394532926,0.0
pixtral,lora,Importance of Data Mining Marks=(4),8,8,1.0,0.7922077922077921,0.5789473684210527,0.3191489361702128,0.5,0.7071067811865476,0.25,0.8767227853705732,0.8323835009886348,0.5,1.0,0.125,0.1767766952966369,0.0
pixtral,lora,Understanding of normalization and related problems(3),10,10,1.0,0.15384615384615385,0.11764705882352944,0.07894736842105265,0.6,0.7416198487095663,-0.4,0.26352313834736496,0.26352313834736496,0.3,1.0,0.2,0.2472066162365221,0.0
pixtral,lora,Explanation of normal forms(3),10,10,1.0,0.41624365482233505,0.1228070175438597,-0.1904761904761907,1.0,1.0723805294763609,-1.0,0.8749186795414556,0.8822772903904459,0.0,0.9,0.3333333333333333,0.35746017649212025,0.0
pixtral,lora,Use of example(2),10,10,1.0,0.3902439024390244,0.26136363636363635,0.16666666666666652,0.65,0.7905694150420949,-0.45,0.5668202012651357,0.5282705437953743,0.3,1.0,0.325,0.39528470752104744,0.0
pixtral,lora,Clear and organized writing(2),10,10,1.0,0.07804878048780484,0.05714285714285716,0.0625,0.32999999523162843,0.43474129361104596,-0.12999999523162842,0.0948157614822736,0.04109280606012816,0.4,1.0,0.16499999761581421,0.21737064680552298,0.0
pixtral,lora,Definition of Quantization,3,3,1.0,0.0,0.0,0.0,0.16666666666666666,0.28867513459481287,0.16666666666666666,,,0.6666666666666666,1.0,0.06666666666666665,0.11547005383792512,0.0
pixtral,lora,Purpose of Quantization,3,3,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
pixtral,lora,Max-Lloyd Algorithm Explanation,3,3,1.0,0.7272727272727273,0.5714285714285714,0.3999999999999999,0.16666666666666666,0.28867513459481287,0.16666666666666666,0.9999999999999999,1.0,0.6666666666666666,1.0,0.0666666666666667,0.11547005383792519,0.0
pixtral,lora,Boundary & Centroid Conditions,3,3,1.0,0.3389830508474576,0.21052631578947367,0.1428571428571429,0.8333333333333334,1.0408329997330663,-0.16666666666666666,0.5,0.5000000000000001,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.41633319989322654,0.0
pixtral,lora,Importance of R² and Variability (eg. 0.85 or 85%) explained by the model,2,2,1.0,0.0,0.0,0.0,0.5,0.7071067811865476,-0.5,,,0.5,1.0,0.16666666666666666,0.23570226039551584,0.0
pixtral,lora,"Mathematical Expression & Interpretation and Evaluate model performance by               R² ≈ 1 → very good fit 
R² ≈ 0 → poor fit 
R²<0 → model is worse than just using the mean",2,2,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
pixtral,lora,Critical Insight (Limitations / Adjusted R²) and higher R² strengthens confidence,2,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9999999999999999,1.0,1.0,0.0,0.0,0.0
pixtral,lora,Enables comparison between models and overfitting issues,2,2,1.0,,,,0.5,0.5,-0.5,,,0.0,1.0,0.16666666666666666,0.16666666666666666,0.0
pixtral,lora,Identification of Layers (2 Marks),9,9,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
pixtral,lora,Explanation of Layers with diagram (4 Marks),9,9,1.0,0.5,0.3571428571428571,0.21052631578947378,0.6666666666666666,0.9428090415820634,-0.6666666666666666,0.6666666666666666,0.6672976811635084,0.4444444444444444,0.8888888888888888,0.16666666666666666,0.23570226039551584,0.0
pixtral,lora,Technical Accuracy (2 Marks),9,9,1.0,0.4112149532710281,0.3835616438356164,0.3571428571428572,0.5555555555555556,0.8819171036881969,-0.5555555555555556,0.5380275868489702,0.5179323973782373,0.5555555555555556,0.8888888888888888,0.2777777777777778,0.44095855184409843,0.0
pixtral,lora,Examples/Protocols(1 Mark),9,9,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
pixtral,lora,Clarity & Organization (1 Mark),9,9,1.0,0.3076923076923077,0.3076923076923076,0.3076923076923076,0.3333333333333333,0.5773502691896257,0.1111111111111111,0.3162277660168379,0.31622776601683794,0.6666666666666666,1.0,0.3333333333333333,0.5773502691896257,0.0
pixtral,zero_shot,Supervised Learning,9,9,1.0,0.1428571428571429,0.1428571428571429,0.1428571428571429,0.2222222222222222,0.3333333333333333,-0.1111111111111111,0.158113883008419,0.15811388300841897,0.5555555555555556,1.0,0.08888888888888886,0.1333333333333333,0.0
pixtral,zero_shot,Unsupervised Learning,9,9,1.0,0.25,0.25,0.2500000000000001,0.2222222222222222,0.3333333333333333,-0.2222222222222222,0.3779644730092272,0.3779644730092272,0.5555555555555556,1.0,0.08888888888888886,0.1333333333333333,0.0
pixtral,zero_shot,Reinforcement Learning,9,9,1.0,0.896551724137931,0.6666666666666665,0.33333333333333337,0.2222222222222222,0.3333333333333333,-0.2222222222222222,0.9481224447363147,0.6123724356957946,0.5555555555555556,1.0,0.08888888888888886,0.1333333333333333,0.0
pixtral,zero_shot,"Example, Overall Clarity & Structure",9,9,1.0,0.1333333333333333,0.04705882352941171,-0.016129032258064502,0.5,0.6009252125773316,0.2777777777777778,0.22116293423234568,0.2351802170958993,0.2222222222222222,1.0,0.2,0.24037008503093263,0.0
pixtral,zero_shot,Defintion of climate and weather,6,6,1.0,,,,0.25,0.25,-0.25,,,0.0,1.0,0.125,0.125,0.0
pixtral,zero_shot,Name of the climate variables,6,6,1.0,0.22857142857142865,0.10000000000000009,0.0,0.625,0.6846531968814576,-0.20833333333333334,0.9999999999999996,1.0,0.0,0.8333333333333334,0.3125,0.3423265984407288,0.0
pixtral,zero_shot,Hemato-biochemical changes in rohu due to an increase of temparature,6,6,1.0,0.0,0.0,0.0,0.08333333333333333,0.2041241452319315,0.08333333333333333,,,0.8333333333333334,1.0,0.041666666666666664,0.10206207261596575,0.0
pixtral,zero_shot,Understanding of Concept,10,10,1.0,0.0,0.0,0.0,0.5,0.7071067811865476,-0.5,,,0.5,1.0,0.125,0.1767766952966369,0.0
pixtral,zero_shot,Step-by-Step Procedure,10,10,1.0,0.0,0.0,0.0,0.4,0.6324555320336759,-0.4,,,0.6,1.0,0.1,0.15811388300841897,0.0
pixtral,zero_shot,Accuracy of Final Answer,10,10,1.0,0.0,0.04255319148936165,0.07894736842105265,0.9,1.140175425099138,0.9,0.0,0.0,0.3,0.8,0.225,0.2850438562747845,0.0
pixtral,zero_shot,Clarity & Presentation,10,10,1.0,0.0,0.0,0.0,0.4,0.6324555320336759,-0.2,,,0.6,1.0,0.1,0.15811388300841897,0.0
pixtral,zero_shot,Concept of Histogram Equalization,4,4,1.0,0.0,0.0,0.0,0.75,1.118033988749895,0.75,,,0.5,0.75,0.1875,0.2795084971874737,0.0
pixtral,zero_shot,Necessity of Histogram Equalization,4,4,1.0,0.0,0.0,0.0,1.5,1.5811388300841898,1.5,,,0.0,0.5,0.375,0.39528470752104744,0.0
pixtral,zero_shot,Concept of Histogram Matching,4,4,1.0,0.0,0.0,0.0,0.75,1.118033988749895,0.75,,,0.5,0.75,0.1875,0.2795084971874737,0.0
pixtral,zero_shot,Necessity of Histogram Matching,4,4,1.0,0.0,0.0,0.0,1.5,1.5811388300841898,1.5,,,0.0,0.5,0.375,0.39528470752104744,0.0
pixtral,zero_shot,Understanding of schema and instance (2),6,6,1.0,0.0,0.0,0.0,0.4166666666666667,0.5400617248673217,-0.08333333333333333,0.0,0.0,0.3333333333333333,1.0,0.20833333333333334,0.27003086243366087,0.0
pixtral,zero_shot,Explanation of different types of keys with examples (4),6,6,1.0,0.0,0.0,0.0,0.6666666666666666,0.816496580927726,0.6666666666666666,,,0.3333333333333333,1.0,0.16666666666666666,0.2041241452319315,0.0
pixtral,zero_shot,Correct identification of keys in given relation (2),6,6,1.0,-0.24390243902439046,-0.17391304347826075,-0.09090909090909083,0.75,0.8416254115301732,0.25,-0.5423261445466406,-0.5656854249492381,0.0,0.8333333333333334,0.375,0.4208127057650866,0.0
pixtral,zero_shot,Clear and organized writing (2),6,6,1.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,-0.3333333333333333,,,0.6666666666666666,1.0,0.16666666666666666,0.28867513459481287,0.0
pixtral,zero_shot,Definition of Method Overloading,5,5,1.0,0.0,0.0,0.0,1.6,2.0976176963403033,1.6,,,0.4,0.4,0.4,0.5244044240850758,0.0
pixtral,zero_shot,Definition of Method Overriding,5,5,1.0,0.0,0.0,0.0,2.5,2.692582403567252,2.5,,,0.0,0.2,0.625,0.673145600891813,0.0
pixtral,zero_shot,Comparision,5,5,1.0,0.0,0.0,0.0,1.2,1.5491933384829668,0.0,,,0.2,0.8,0.3,0.3872983346207417,0.0
pixtral,zero_shot,Example / Application,13,13,1.0,0.12812812812812802,0.08355091383812019,-0.024242424242424176,2.076923076923077,2.2702083943651856,1.4615384615384615,0.33866700533384136,0.40061680838488767,0.0,0.3076923076923077,0.5192307692307693,0.5675520985912964,0.0
pixtral,zero_shot,Definition of Data Mining,8,8,1.0,-0.04761904761904767,0.16666666666666663,0.3142857142857143,0.625,1.1726039399558574,0.375,-0.06666666666666665,0.12344267996967351,0.625,0.875,0.15625,0.29315098498896436,0.0
pixtral,zero_shot,KDD Process Steps,8,8,1.0,0.4666666666666667,0.3191489361702128,0.05882352941176472,1.0,1.3228756555322954,0.25,0.6652673486360878,0.6065769825774621,0.25,0.875,0.25,0.33071891388307384,0.0
pixtral,zero_shot,Importance of Data Mining Marks=(4),8,8,1.0,0.11926605504587151,0.09433962264150941,0.05084745762711862,1.5,1.7320508075688772,1.25,0.33073420335460985,0.17770466332772772,0.125,0.5,0.375,0.4330127018922193,0.0
pixtral,zero_shot,Understanding of normalization and related problems(3),10,10,1.0,0.3783783783783784,0.1071428571428571,-0.04651162790697683,1.0,1.0723805294763609,-1.0,0.8249579113843055,0.7559289460184544,0.1,0.8,0.33333333333333337,0.35746017649212036,0.0
pixtral,zero_shot,Explanation of normal forms(3),10,10,1.0,0.6387832699619772,0.4943820224719101,0.33333333333333337,0.45,0.689202437604511,-0.45,0.7586061162026079,0.7897384115351608,0.5,0.9,0.15,0.2297341458681704,0.0
pixtral,zero_shot,Use of example(2),10,10,1.0,0.26294820717131473,0.15000000000000002,-0.030927835051546504,0.85,0.9617692030835673,-0.65,0.45635689750476227,0.515539262226467,0.0,0.7,0.425,0.48088460154178364,0.0
pixtral,zero_shot,Clear and organized writing(2),10,10,1.0,0.6354515050167224,0.41025641025641024,0.16666666666666663,0.22999999523162842,0.33015147605148953,-0.02999999523162842,0.6399809995322016,0.7374285681282449,0.5,1.0,0.11499999761581421,0.16507573802574477,0.0
pixtral,zero_shot,Definition of Quantization,3,3,1.0,-0.5000000000000002,-0.5000000000000002,-0.5,0.3333333333333333,0.408248290463863,0.0,-0.49999999999999994,-0.5000000000000001,0.3333333333333333,1.0,0.1333333333333333,0.16329931618554516,0.0
pixtral,zero_shot,Purpose of Quantization,3,3,1.0,0.0,0.0,0.0,0.6666666666666666,0.7071067811865476,-0.6666666666666666,,,0.0,1.0,0.26666666666666666,0.282842712474619,0.0
pixtral,zero_shot,Max-Lloyd Algorithm Explanation,3,3,1.0,-0.2857142857142858,-0.20000000000000018,-0.125,0.6666666666666666,0.7071067811865476,-0.3333333333333333,-0.49999999999999994,-0.5000000000000001,0.0,1.0,0.26666666666666666,0.28284271247461906,0.0
pixtral,zero_shot,Boundary & Centroid Conditions,3,3,1.0,0.3999999999999999,0.2499999999999999,0.1428571428571428,0.3333333333333333,0.408248290463863,0.0,0.5,0.5000000000000001,0.3333333333333333,1.0,0.13333333333333333,0.16329931618554522,0.0
pixtral,zero_shot,Importance of R² and Variability (eg. 0.85 or 85%) explained by the model,2,2,1.0,0.0,0.0,0.0,0.5,0.7071067811865476,-0.5,,,0.5,1.0,0.16666666666666666,0.23570226039551584,0.0
pixtral,zero_shot,"Mathematical Expression & Interpretation and Evaluate model performance by               R² ≈ 1 → very good fit 
R² ≈ 0 → poor fit 
R²<0 → model is worse than just using the mean",2,2,1.0,,,,2.0,2.0,2.0,,,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0
pixtral,zero_shot,Critical Insight (Limitations / Adjusted R²) and higher R² strengthens confidence,2,2,1.0,0.1333333333333333,0.0,0.0,1.25,1.2747548783981961,1.25,1.0,0.9999999999999999,0.0,0.5,0.41666666666666663,0.42491829279939874,0.0
pixtral,zero_shot,Enables comparison between models and overfitting issues,2,2,1.0,0.0,0.0,0.0,1.0,1.118033988749895,1.0,,,0.0,0.5,0.3333333333333333,0.37267799624996495,0.0
